ID,X1_age,X2_job,X3_marital,X4_salary,X5_default,X6_balance,X7_housing,X8_loan,X9_contact,X13_campaign,X15_previous,X16_toutcome,X17_ioutcome
TR00011147,3_40代,06_サービス職,3_離婚,2_中,0_無,3_やや多,0_無,1_有,X_不明,2回,0回,0_無,0_無
TR00011148,2_30代,07_自営業,2_既婚,2_中,0_無,4_多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011149,5_60歳以上,09_退職者,2_既婚,1_低,0_無,0_少,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011150,2_30代,03_事務職,1_未婚,X_不明,0_無,3_やや多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011151,3_40代,02_管理職,2_既婚,3_高,0_無,2_中,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011152,4_50代,09_退職者,3_離婚,2_中,0_無,2_中,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011153,4_50代,XX_不明,2_既婚,X_不明,0_無,1_やや少,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011154,2_30代,06_サービス職,2_既婚,X_不明,0_無,0_少,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011155,3_40代,05_労務職,1_未婚,1_低,0_無,0_少,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011156,2_30代,06_サービス職,2_既婚,3_高,0_無,4_多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011157,3_40代,05_労務職,2_既婚,2_中,0_無,3_やや多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011158,2_30代,05_労務職,2_既婚,X_不明,0_無,3_やや多,0_無,0_無,X_不明,1回,0回,0_無,1_有
TR00011159,3_40代,02_管理職,2_既婚,3_高,0_無,4_多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011160,4_50代,08_主婦,3_離婚,1_低,0_無,0_少,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011161,4_50代,06_サービス職,2_既婚,X_不明,0_無,2_中,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011162,3_40代,02_管理職,3_離婚,3_高,0_無,3_やや多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011163,4_50代,03_事務職,2_既婚,2_中,0_無,3_やや多,1_有,0_無,X_不明,1回,0回,0_無,0_無
TR00011164,4_50代,02_管理職,2_既婚,3_高,0_無,3_やや多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011165,4_50代,09_退職者,2_既婚,2_中,0_無,4_多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011166,4_50代,02_管理職,2_既婚,3_高,0_無,4_多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011167,4_50代,08_主婦,2_既婚,1_低,0_無,3_やや多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011168,3_40代,05_労務職,3_離婚,1_低,0_無,4_多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011169,4_50代,06_サービス職,2_既婚,2_中,0_無,3_やや多,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011170,4_50代,09_退職者,2_既婚,1_低,0_無,0_少,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011171,3_40代,02_管理職,2_既婚,3_高,0_無,4_多,0_無,1_有,X_不明,2回,0回,0_無,0_無
TR00011172,4_50代,09_退職者,2_既婚,1_低,0_無,3_やや多,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011173,4_50代,08_主婦,3_離婚,1_低,0_無,3_やや多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011174,2_30代,05_労務職,2_既婚,1_低,0_無,0_少,0_無,1_有,X_不明,3回以上,0回,0_無,0_無
TR00011175,3_40代,03_事務職,2_既婚,2_中,0_無,4_多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011176,3_40代,07_自営業,1_未婚,X_不明,0_無,0_少,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011177,3_40代,06_サービス職,2_既婚,2_中,0_無,4_多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011178,4_50代,01_経営者,2_既婚,3_高,0_無,3_やや多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011179,2_30代,02_管理職,1_未婚,3_高,0_無,4_多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011180,4_50代,05_労務職,3_離婚,2_中,0_無,2_中,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011181,2_30代,03_事務職,2_既婚,2_中,0_無,1_やや少,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011182,4_50代,02_管理職,2_既婚,2_中,0_無,0_少,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011183,3_40代,05_労務職,1_未婚,X_不明,0_無,4_多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011184,4_50代,01_経営者,1_未婚,2_中,0_無,2_中,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011185,3_40代,03_事務職,2_既婚,2_中,0_無,3_やや多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011186,4_50代,05_労務職,3_離婚,2_中,0_無,2_中,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011187,3_40代,05_労務職,1_未婚,X_不明,0_無,4_多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011188,4_50代,07_自営業,2_既婚,3_高,0_無,1_やや少,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011189,3_40代,10_無職,2_既婚,1_低,0_無,0_少,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011190,4_50代,02_管理職,2_既婚,3_高,0_無,3_やや多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011191,3_40代,05_労務職,2_既婚,2_中,0_無,0_少,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011192,5_60歳以上,09_退職者,2_既婚,3_高,0_無,3_やや多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011193,4_50代,05_労務職,2_既婚,X_不明,0_無,2_中,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011194,2_30代,03_事務職,2_既婚,2_中,0_無,3_やや多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011195,2_30代,06_サービス職,2_既婚,2_中,0_無,4_多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011196,3_40代,01_経営者,2_既婚,2_中,0_無,3_やや多,0_無,0_無,X_不明,1回,0回,0_無,1_有
TR00011197,2_30代,04_技術職,2_既婚,2_中,0_無,0_少,0_無,1_有,X_不明,2回,0回,0_無,1_有
TR00011198,3_40代,04_技術職,2_既婚,2_中,0_無,4_多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011199,3_40代,03_事務職,2_既婚,2_中,0_無,1_やや少,0_無,0_無,X_不明,1回,0回,0_無,1_有
TR00011200,4_50代,02_管理職,2_既婚,3_高,0_無,4_多,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011201,3_40代,06_サービス職,1_未婚,2_中,0_無,3_やや多,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011202,2_30代,06_サービス職,3_離婚,2_中,0_無,2_中,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011203,4_50代,XX_不明,2_既婚,X_不明,0_無,1_やや少,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011204,3_40代,08_主婦,2_既婚,2_中,0_無,4_多,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011205,4_50代,05_労務職,2_既婚,1_低,0_無,1_やや少,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011206,2_30代,04_技術職,1_未婚,3_高,0_無,0_少,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011207,4_50代,09_退職者,3_離婚,1_低,0_無,2_中,0_無,1_有,X_不明,3回以上,0回,0_無,0_無
TR00011208,2_30代,08_主婦,3_離婚,2_中,0_無,1_やや少,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011209,4_50代,04_技術職,2_既婚,2_中,0_無,4_多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011210,4_50代,02_管理職,2_既婚,3_高,0_無,4_多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011211,4_50代,04_技術職,2_既婚,2_中,0_無,3_やや多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011212,4_50代,03_事務職,2_既婚,2_中,0_無,2_中,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011213,5_60歳以上,02_管理職,2_既婚,3_高,0_無,0_少,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011214,3_40代,XX_不明,2_既婚,X_不明,0_無,4_多,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011215,5_60歳以上,03_事務職,1_未婚,2_中,0_無,4_多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011216,3_40代,02_管理職,3_離婚,3_高,0_無,1_やや少,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011217,2_30代,03_事務職,1_未婚,X_不明,0_無,2_中,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011218,2_30代,05_労務職,2_既婚,2_中,0_無,2_中,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011219,3_40代,06_サービス職,3_離婚,2_中,0_無,2_中,0_無,1_有,X_不明,3回以上,0回,0_無,0_無
TR00011220,3_40代,04_技術職,2_既婚,2_中,0_無,4_多,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011221,4_50代,09_退職者,3_離婚,1_低,0_無,3_やや多,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011222,3_40代,09_退職者,2_既婚,1_低,0_無,3_やや多,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011223,2_30代,05_労務職,1_未婚,2_中,0_無,2_中,1_有,1_有,X_不明,3回以上,0回,0_無,0_無
TR00011224,2_30代,01_経営者,2_既婚,3_高,0_無,4_多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011225,2_30代,05_労務職,1_未婚,2_中,0_無,4_多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011226,4_50代,04_技術職,2_既婚,2_中,0_無,0_少,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011227,3_40代,04_技術職,2_既婚,X_不明,0_無,3_やや多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011228,3_40代,04_技術職,2_既婚,3_高,0_無,0_少,0_無,1_有,X_不明,2回,0回,0_無,0_無
TR00011229,3_40代,08_主婦,1_未婚,1_低,0_無,3_やや多,0_無,0_無,X_不明,1回,0回,0_無,1_有
TR00011230,2_30代,06_サービス職,2_既婚,2_中,0_無,2_中,0_無,1_有,X_不明,3回以上,0回,0_無,0_無
TR00011231,2_30代,06_サービス職,2_既婚,2_中,0_無,3_やや多,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011232,2_30代,05_労務職,2_既婚,2_中,0_無,2_中,0_無,0_無,X_不明,3回以上,0回,0_無,1_有
TR00011233,3_40代,05_労務職,2_既婚,1_低,0_無,0_少,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011234,3_40代,01_経営者,2_既婚,2_中,0_無,2_中,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011235,3_40代,04_技術職,2_既婚,3_高,0_無,4_多,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011236,4_50代,05_労務職,2_既婚,1_低,0_無,2_中,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011237,3_40代,06_サービス職,3_離婚,2_中,0_無,4_多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011238,3_40代,03_事務職,2_既婚,2_中,0_無,3_やや多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011239,4_50代,05_労務職,2_既婚,X_不明,0_無,4_多,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011240,3_40代,05_労務職,2_既婚,1_低,0_無,3_やや多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011241,2_30代,03_事務職,1_未婚,2_中,0_無,4_多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011242,4_50代,05_労務職,2_既婚,1_低,0_無,3_やや多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011243,4_50代,04_技術職,2_既婚,3_高,0_無,3_やや多,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011244,2_30代,05_労務職,1_未婚,2_中,0_無,1_やや少,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011245,4_50代,02_管理職,2_既婚,3_高,0_無,2_中,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011246,1_20代,05_労務職,1_未婚,2_中,0_無,2_中,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011247,3_40代,09_退職者,2_既婚,1_低,0_無,1_やや少,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011248,4_50代,09_退職者,2_既婚,2_中,0_無,2_中,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011249,5_60歳以上,02_管理職,2_既婚,2_中,0_無,2_中,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011250,2_30代,06_サービス職,3_離婚,1_低,0_無,0_少,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011251,5_60歳以上,01_経営者,2_既婚,1_低,0_無,0_少,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011252,2_30代,07_自営業,2_既婚,2_中,0_無,4_多,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011253,4_50代,02_管理職,2_既婚,3_高,0_無,4_多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011254,3_40代,05_労務職,3_離婚,X_不明,0_無,4_多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011255,4_50代,10_無職,2_既婚,2_中,0_無,1_やや少,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011256,5_60歳以上,09_退職者,2_既婚,1_低,0_無,2_中,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011257,2_30代,05_労務職,1_未婚,1_低,0_無,4_多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011258,3_40代,08_主婦,3_離婚,1_低,0_無,4_多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011259,3_40代,06_サービス職,1_未婚,2_中,0_無,2_中,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011260,3_40代,04_技術職,3_離婚,2_中,0_無,1_やや少,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011261,4_50代,03_事務職,1_未婚,2_中,0_無,4_多,0_無,0_無,X_不明,2回,0回,0_無,1_有
TR00011262,4_50代,08_主婦,3_離婚,1_低,0_無,1_やや少,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011263,4_50代,05_労務職,2_既婚,1_低,0_無,3_やや多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011264,3_40代,02_管理職,3_離婚,3_高,0_無,0_少,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011265,2_30代,05_労務職,1_未婚,2_中,0_無,3_やや多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011266,2_30代,06_サービス職,2_既婚,2_中,0_無,2_中,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011267,4_50代,XX_不明,3_離婚,X_不明,0_無,4_多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011268,3_40代,05_労務職,2_既婚,1_低,0_無,3_やや多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011269,3_40代,05_労務職,1_未婚,3_高,0_無,3_やや多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011270,3_40代,08_主婦,2_既婚,1_低,0_無,3_やや多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011271,3_40代,05_労務職,2_既婚,X_不明,0_無,2_中,0_無,1_有,X_不明,3回以上,0回,0_無,0_無
TR00011272,4_50代,04_技術職,1_未婚,3_高,0_無,3_やや多,0_無,1_有,X_不明,3回以上,0回,0_無,0_無
TR00011273,4_50代,04_技術職,2_既婚,2_中,0_無,3_やや多,1_有,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011274,4_50代,09_退職者,2_既婚,1_低,0_無,3_やや多,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011275,2_30代,05_労務職,2_既婚,1_低,0_無,3_やや多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011276,2_30代,08_主婦,1_未婚,1_低,0_無,3_やや多,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011277,4_50代,01_経営者,2_既婚,1_低,0_無,0_少,0_無,1_有,X_不明,3回以上,0回,0_無,0_無
TR00011278,3_40代,06_サービス職,2_既婚,2_中,0_無,4_多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011279,3_40代,XX_不明,2_既婚,X_不明,0_無,4_多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011280,2_30代,02_管理職,2_既婚,3_高,0_無,2_中,0_無,0_無,X_不明,3回以上,0回,0_無,1_有
TR00011281,3_40代,02_管理職,2_既婚,3_高,0_無,0_少,0_無,1_有,X_不明,2回,0回,0_無,0_無
TR00011282,4_50代,08_主婦,2_既婚,1_低,0_無,4_多,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011283,3_40代,06_サービス職,2_既婚,2_中,0_無,4_多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011284,3_40代,06_サービス職,3_離婚,2_中,0_無,4_多,0_無,1_有,X_不明,2回,0回,0_無,0_無
TR00011285,3_40代,03_事務職,1_未婚,2_中,0_無,3_やや多,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011286,4_50代,05_労務職,2_既婚,X_不明,0_無,4_多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011287,3_40代,05_労務職,2_既婚,1_低,0_無,0_少,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011288,3_40代,06_サービス職,2_既婚,1_低,0_無,2_中,0_無,1_有,X_不明,3回以上,0回,0_無,0_無
TR00011289,2_30代,05_労務職,1_未婚,1_低,0_無,0_少,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011290,4_50代,03_事務職,2_既婚,2_中,0_無,0_少,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011291,4_50代,08_主婦,3_離婚,1_低,0_無,4_多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011292,2_30代,03_事務職,2_既婚,2_中,0_無,2_中,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011293,4_50代,05_労務職,2_既婚,2_中,0_無,0_少,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011294,3_40代,05_労務職,2_既婚,2_中,0_無,4_多,0_無,1_有,X_不明,1回,0回,0_無,0_無
TR00011295,3_40代,05_労務職,2_既婚,1_低,0_無,1_やや少,0_無,1_有,X_不明,3回以上,0回,0_無,1_有
TR00011296,2_30代,03_事務職,2_既婚,2_中,0_無,0_少,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011297,4_50代,05_労務職,2_既婚,2_中,0_無,3_やや多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011298,5_60歳以上,01_経営者,2_既婚,1_低,0_無,3_やや多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011299,3_40代,XX_不明,2_既婚,1_低,0_無,1_やや少,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011300,2_30代,05_労務職,2_既婚,2_中,0_無,2_中,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011301,3_40代,05_労務職,2_既婚,1_低,0_無,2_中,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011302,4_50代,05_労務職,2_既婚,2_中,0_無,0_少,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011303,3_40代,03_事務職,1_未婚,2_中,0_無,4_多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011304,3_40代,04_技術職,2_既婚,2_中,0_無,2_中,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011305,4_50代,05_労務職,2_既婚,1_低,0_無,4_多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011306,4_50代,06_サービス職,2_既婚,2_中,0_無,3_やや多,0_無,1_有,X_不明,1回,0回,0_無,0_無
TR00011307,3_40代,03_事務職,2_既婚,2_中,0_無,3_やや多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011308,3_40代,06_サービス職,2_既婚,2_中,0_無,4_多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011309,3_40代,04_技術職,2_既婚,2_中,0_無,3_やや多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011310,5_60歳以上,02_管理職,2_既婚,X_不明,0_無,4_多,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011311,4_50代,02_管理職,2_既婚,3_高,0_無,4_多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011312,3_40代,08_主婦,2_既婚,1_低,0_無,3_やや多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011313,4_50代,05_労務職,2_既婚,1_低,0_無,4_多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011314,3_40代,05_労務職,2_既婚,1_低,0_無,1_やや少,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011315,4_50代,10_無職,2_既婚,2_中,0_無,0_少,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011316,4_50代,03_事務職,3_離婚,2_中,0_無,0_少,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011317,4_50代,07_自営業,2_既婚,2_中,0_無,2_中,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011318,2_30代,06_サービス職,1_未婚,3_高,0_無,2_中,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011319,4_50代,10_無職,3_離婚,3_高,0_無,0_少,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011320,4_50代,04_技術職,3_離婚,2_中,0_無,1_やや少,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011321,4_50代,05_労務職,2_既婚,2_中,0_無,4_多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011322,4_50代,09_退職者,1_未婚,2_中,0_無,2_中,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011323,3_40代,02_管理職,1_未婚,X_不明,0_無,2_中,1_有,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011324,4_50代,01_経営者,1_未婚,3_高,0_無,0_少,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011325,4_50代,09_退職者,2_既婚,1_低,0_無,4_多,0_無,1_有,X_不明,3回以上,0回,0_無,0_無
TR00011326,2_30代,04_技術職,2_既婚,X_不明,0_無,2_中,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011327,4_50代,09_退職者,2_既婚,2_中,0_無,3_やや多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011328,3_40代,01_経営者,1_未婚,X_不明,0_無,1_やや少,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011329,3_40代,03_事務職,2_既婚,2_中,0_無,0_少,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011330,3_40代,04_技術職,2_既婚,3_高,0_無,4_多,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011331,3_40代,01_経営者,2_既婚,3_高,0_無,1_やや少,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011332,4_50代,09_退職者,2_既婚,1_低,0_無,4_多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011333,2_30代,02_管理職,2_既婚,3_高,1_有,0_少,1_有,1_有,X_不明,1回,0回,0_無,0_無
TR00011334,4_50代,05_労務職,3_離婚,1_低,0_無,0_少,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011335,4_50代,05_労務職,2_既婚,1_低,0_無,0_少,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011336,4_50代,05_労務職,2_既婚,2_中,0_無,4_多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011337,4_50代,09_退職者,2_既婚,2_中,0_無,3_やや多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011338,4_50代,04_技術職,2_既婚,2_中,0_無,2_中,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011339,3_40代,07_自営業,1_未婚,X_不明,0_無,2_中,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011340,2_30代,06_サービス職,2_既婚,3_高,0_無,0_少,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011341,4_50代,04_技術職,2_既婚,2_中,0_無,3_やや多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011342,3_40代,02_管理職,3_離婚,3_高,0_無,0_少,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011343,3_40代,05_労務職,2_既婚,2_中,0_無,4_多,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011344,4_50代,10_無職,3_離婚,2_中,0_無,4_多,0_無,0_無,X_不明,2回,0回,0_無,0_無
TR00011345,4_50代,09_退職者,2_既婚,3_高,0_無,4_多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011346,4_50代,03_事務職,2_既婚,2_中,0_無,3_やや多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011347,3_40代,04_技術職,2_既婚,2_中,0_無,1_やや少,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011348,4_50代,01_経営者,2_既婚,2_中,0_無,0_少,0_無,0_無,X_不明,3回以上,0回,0_無,0_無
TR00011349,2_30代,01_経営者,2_既婚,3_高,0_無,2_中,0_無,1_有,X_不明,1回,0回,0_無,0_無
TR00011350,3_40代,07_自営業,2_既婚,2_中,0_無,0_少,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011351,4_50代,01_経営者,2_既婚,1_低,0_無,1_やや少,0_無,1_有,X_不明,1回,0回,0_無,0_無
TR00011352,4_50代,06_サービス職,2_既婚,2_中,0_無,2_中,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011353,3_40代,05_労務職,2_既婚,1_低,0_無,2_中,0_無,1_有,X_不明,1回,0回,0_無,0_無
TR00011354,3_40代,07_自営業,1_未婚,3_高,0_無,0_少,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011355,3_40代,02_管理職,2_既婚,2_中,0_無,4_多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011356,4_50代,04_技術職,2_既婚,3_高,0_無,3_やや多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011357,3_40代,05_労務職,3_離婚,2_中,0_無,3_やや多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011358,4_50代,02_管理職,3_離婚,3_高,0_無,4_多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011359,4_50代,02_管理職,2_既婚,3_高,0_無,4_多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011360,3_40代,07_自営業,2_既婚,3_高,0_無,4_多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011361,3_40代,10_無職,2_既婚,1_低,0_無,4_多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011362,4_50代,06_サービス職,2_既婚,2_中,0_無,0_少,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011363,3_40代,03_事務職,2_既婚,2_中,0_無,3_やや多,0_無,0_無,X_不明,1回,0回,0_無,0_無
TR00011364,3_40代,05_労務職,2_既婚,2_中,0_無,2_中,0_無,0_無,X_不明,1回,0回,0_無,0_無
